Main_Index,text
14285,Happy Belated Birthday!!!!  Hope you had a wonderful day - filled with lots of familly & friends - doing what you love most!
14287,"Happy Birthday!  Hope you have a fantastic day - and your year ahead is filled with health, happiness & lots of love!"
14291,Happy Birthday!  Hope you have a great day - filled with lots of fun and love all around!
14324,"Hi, I am a three year survivor of Stage 3C invasive lobular.  It was in 10 lymph nodes.  Recently I have been experiencing more fatigue than normal, numbness in my arms at night, more pain in my upper back and my muscles burn even after little effort.  I also found lumps in my armpit on the non-cancer side.  I have had a double mastectomy, one was prophylactic.  At ultrasound was done and two atypical areas were found that were significantly echogenic.  A tumor is not ruled out.  I saw my oncologist and he sent me to the surgeon.  I saw him today and tomorrow is a PET/CT scan.  I knew the chances of my cancer coming back were pretty good, but I am still depressed over this.  I know it may be nothing, but my gut feeling is usually pretty accurate.  "
14350,Happy Birthday!
14368,Happy Happy Birthday Susan!  Hope you have a wonderful day - filled with family and love all around!
14373,Wishing you the best possible 'Birthday' ever! Enjoy your special day.
14392,"Happy Birthday Shout out to YOU, Miss Carkris --  Hoping you have an enjoyable, and blessed day.   Celebrate ... cuz, it is all about you today."
14393,"Happy Birthday Miss Linda -  Hoping you have a very special day, filled with love, laughter and HOPE."
14497,"I saw a post on facebook tonight from our Chen.  After many months of chemo, she is having a PET scan tomorrow at 8 a.m. PDT.  Let's get that bus gassed up, pack up all our picnic baskets full of goodies, wear every item of pink we have and bring all the positive energy for a great result for her.  This is a woman warrior who has taught so many of us how to fight gracefully, cheerfully and tenaciously throughout the journey."
14514,Can YOU all ride along tomorrow? Biopsy 8:15 AM...same side as BC 4 1/2 yrs ago...hoping scar tissue...
14524,"Hi Sisters in Pink,
     Tomorrow I go for round four of chemo and as most of you know I don't do we'll with it. After my last round I am really dreading going tomorrow and being so sick again. I am worried that like last time I will end up again in the hospital with problems breathing and wish this was just all over.
I would like to request the pink bus because I need all you strong incredible women by my side tomorrow to give me the courage and strength I need to get through yet another horrible round.  You are all truly my inspiration through this journey and don't know how I would of ever gotten this far without all of you so thank you so much!
Lots of hugs
Christine "
14628,"Hope your day is filled with lots of fun and many surprises!  Happy Birthday!
-Jenny"
14631,"Sending BIG wishes your way - hope you have a delightful day -- and your year ahead filled with health, happiness & love!
Jenny"
14648,"Happy Birthday dear Cat!  Hope you have a wonderful day - filled with family & friends, lots of cake & presents!  ... and a happy, healthy year!
 much love,
 Jenny"
14652,"HAPPY BIRTHDAY TO YOU
HAPPY BIRTHDAY TO YOU
HAPPY BIRTHDAY DEAR PATTI
HAPPY BIRTHDAY TO YOU!!
AND MANY MORE...!!!
May all the candles on your cake become wishes that come true!
Love, Cat"
14785,"Hey all and thanks for reading what I am about to put. I am new to this board. I have had a lymph node under my left arm swelling up for the past 2 years. It will swell up and go down some (put you can still see puffiness under my arm). When it is swollen it's so sore and it seems so raw. I have to hold hot wash clothes to it for it to feel some better. I have finally got insurance and have went to the breast clinic. The lady that was doing my mammogram she asked me where was my problem and I raised my arm and she seen it right away. She did get a picture of it so they could see it. She told me I would be called back and I have been. I was called back and they told me they did see the place under my arm and they have seen something in my right breast also. They said it was a spot in my right breast and my right breast was extremly smaller than my left breast the one I am having trouble from. I have had a polyp in my colon that was stage 1 cancer, so I am having some of the worse thoughts you all can probably imagen. I am 37 and not in the best health anyway. My mom, grandmother, and 11 of my grandmother's sister has all had cancer and 75% of their daughters and their daughters have. So I truly am expecting that they will tell me I have breast cancer. I am scared that I have waited to long too. I have already told my husband even if I don't have breast cancer I want a double masectomy because I already know I have the cancer gen in my body and my mom's side of the family is full with breast cancer. I am so scared, I can't even put it in words. I have 2 kids 7 and 13 and I can't imagen leaving them and my husband. I am a Christian and I am saved by the grace of God but I am still scared. Can anyone tell me what yall think. I feel so stupid writing on here, but I thought it may help me. I am praying for you all on here! Love in Christ, Amanda"
14786,Hi to my sisters
14796,"Hi Sisters in Pink,
     Tomorrow I go for round four of chemo and as most of you know I don't do we'll with it. After my last round I am really dreading going tomorrow and being so sick again. I am worried that like last time I will end up again in the hospital with problems breathing and wish this was just all over.
I would like to request the pink bus because I need all you strong incredible women by my side tomorrow to give me the courage and strength I need to get through yet another horrible round.  You are all truly my inspiration through this journey and don't know how I would of ever gotten this far without all of you so thank you so much!
Lots of hugs
Christine "
14835,"I saw my new doc at UIC today, I go for a CT scan on Tuesday then I see her again and a rad onco on March 16.  She's hoping to be able to try just radiation treatment due to the fact that surgery can be disfiguring....I will find out on the 16th if it will just be radiation or surgery and radiation.  I really like my new Dr. she wants to try and do everything to kill the cancer and keep my face as normal as possible.  I am not going to get my hopes up about no surgery but at least its a possiblity:)"
